 time            x1.comp_p       x1.comp_m       dout0           dout1           dout2           dout3           dout4           dout5           dout6           dout7           data_rdy        vinp            vinm           
 8.70001830e-05  9.03458978e-01  8.90199401e-01  4.50768549e-09  4.50736967e-09  1.79999929e+00  5.29197353e-08  1.79999999e+00  4.62479963e-09  4.50706893e-09  4.50884500e-09 -5.26154007e-08  2.77568760e-01  1.52243124e+00 
 8.70002000e-05  9.03458975e-01  8.90199400e-01  5.87785601e-09  5.87764520e-09  1.79999991e+00 -7.40777668e-09  1.80000000e+00  5.15704806e-09  5.88300799e-09  5.80842818e-09 -3.61082040e-06  2.77569291e-01  1.52243071e+00 
 8.70002144e-05  9.03458987e-01  8.90199400e-01  4.68454789e-09  4.68904093e-09  1.79999997e+00  5.16737714e-09  1.79999999e+00  4.74206902e-09  4.68645476e-09  4.71955496e-09 -1.10277224e-06  2.77569741e-01  1.52243026e+00 
 8.70002433e-05  9.03458992e-01  8.90199399e-01  4.51387769e-09  4.54757098e-09  1.80000000e+00  5.34144173e-09  1.79999999e+00  4.41593507e-09  4.50975077e-09  4.50370990e-09  9.74035188e-06  2.77570640e-01  1.52242936e+00 
 8.70002974e-05  9.03458989e-01  8.90199398e-01  4.67869079e-09  4.53411571e-09  1.79999999e+00  4.09141672e-09  1.79999999e+00  4.80091472e-09  4.68165526e-09  4.66772490e-09 -1.17095114e-05  2.77572326e-01  1.52242767e+00 
 8.70003669e-05  9.03458991e-01  8.90199395e-01  4.79590466e-09  5.31752070e-09  1.80000000e+00  5.39487377e-09  1.79999999e+00  4.74500349e-09  4.79425870e-09  4.81779791e-09  7.18646968e-06  2.77574489e-01  1.52242551e+00 
 8.70004684e-05  9.03458989e-01  8.90199390e-01  4.46448753e-09  1.40786343e-07  1.80000000e+00  3.83115991e-09  1.79999999e+00  4.45125623e-09  4.46532830e-09  4.43948040e-09 -1.07621526e-06  2.77577650e-01  1.52242235e+00 
 8.70005840e-05  9.03458990e-01  8.90199385e-01  4.94557790e-09 -6.46011531e-06  1.79999993e+00  5.60235324e-09  1.79999999e+00  5.00551466e-09  4.94550557e-09  4.97074996e-09 -5.14423912e-06  2.77581251e-01  1.52241875e+00 
 8.70007040e-05  9.03458988e-01  8.90199380e-01  4.35654420e-09 -1.21287568e-03  1.80000019e+00  3.68615311e-09  1.79999999e+00  4.26212031e-09  4.35536438e-09  4.33259813e-09  1.11606443e-05  2.77584989e-01  1.52241501e+00 
 8.70008865e-05  9.03458988e-01  8.90199371e-01  4.99676096e-09  1.69477699e+00  1.79999950e+00  5.67198102e-09  1.79999999e+00  5.10915824e-09  4.99933714e-09  5.01965586e-09 -1.49596887e-05  2.77590673e-01  1.52240933e+00 
 8.70010519e-05  9.03458931e-01  8.90199101e-01  4.36062304e-09  1.86990752e+00  5.96831884e-01  3.87087680e-09  1.79999999e+00  4.23192651e-09  4.35611153e-09  4.33906948e-09  1.88854467e-05  2.77595825e-01  1.52240418e+00 
 8.70012570e-05  9.04183360e-01  8.62718030e-01  4.95394780e-09  1.73095292e+00 -1.08652248e-02  4.70915315e-09  1.79999999e+00  5.09266381e-09  4.95939119e-09  4.97344180e-09 -2.18182716e-05  2.77602213e-01  1.52239779e+00 
 8.70014628e-05  9.05917883e-01  8.19357130e-01  4.43617000e-09  1.85116306e+00  1.03270006e-02  6.62862819e-09  1.79999999e+00  4.29202447e-09  4.43254511e-09  4.42170433e-09  2.45119513e-05  2.77608625e-01  1.52239138e+00 
 8.70016405e-05  8.99737052e-01  8.07701975e-01  4.83913622e-09  1.75272939e+00 -8.63338218e-03 -1.99192649e-09  1.79999999e+00  4.97938913e-09  4.83232902e-09  4.83925352e-09 -2.73385408e-05  2.77614159e-01  1.52238584e+00 
 8.70017881e-05  8.88862432e-01  8.11673019e-01  4.59889805e-09  1.83437882e+00  8.12995446e-03  2.16035166e-08  1.79999999e+00  4.48803679e-09  4.64078119e-09  4.63872365e-09  3.03153221e-05  2.77618756e-01  1.52238124e+00 
 8.70019297e-05  8.82823276e-01  8.20567236e-01  4.65405576e-09  1.77070034e+00 -7.55635527e-03 -2.92914696e-08  1.79999999e+00  4.69085764e-09  4.53434632e-09  4.53129922e-09 -3.29441609e-05  2.77623167e-01  1.52237683e+00 
 8.70020858e-05  8.81213923e-01  8.28875657e-01  4.74940803e-09  1.82246342e+00  7.35823966e-03  5.95580344e-08  1.79999999e+00  4.83109084e-09  4.98937363e-09  4.99701671e-09  3.49267696e-05  2.77628030e-01  1.52237197e+00 
 8.70022467e-05  8.81903355e-01  8.36625830e-01  4.57323748e-09  1.78072003e+00 -7.16705588e-03 -7.50682498e-08  1.79999999e+00  4.32156105e-09  4.16297228e-09  4.15095725e-09 -3.65058659e-05  2.77633043e-01  1.52236696e+00 
 8.70024610e-05  8.83110209e-01  8.45954508e-01  4.75857761e-09  1.81602676e+00  7.07456839e-03  1.05431342e-07  1.79999999e+00  5.17555506e-09  5.33338940e-09  5.34857176e-09  3.74924421e-05  2.77639719e-01  1.52236028e+00 
 8.70027137e-05  8.84152084e-01  8.55021883e-01  4.61748899e-09  1.78538294e+00 -6.99105936e-03 -1.15362139e-07  1.79999999e+00  4.03530724e-09  3.87883147e-09  3.86106792e-09 -3.81910272e-05  2.77647589e-01  1.52235241e+00 
 8.70030635e-05  8.85468766e-01  8.65740825e-01  4.69152357e-09  1.81301545e+00  6.94063956e-03  1.39291150e-07  1.79999999e+00  5.40645201e-09  5.56151293e-09  5.58107115e-09  3.86362200e-05  2.77658488e-01  1.52234151e+00 
 8.70035941e-05  8.86770056e-01  8.77440614e-01  4.68157463e-09  1.78740645e+00 -6.90315664e-03 -1.39876628e-07  1.79999999e+00  3.87337577e-09  3.71945665e-09  3.69874992e-09 -3.88886987e-05  2.77675017e-01  1.52232498e+00 
 8.70041582e-05  8.87783282e-01  8.86359922e-01  4.63167930e-09  1.81165365e+00  6.87326740e-03  1.58750419e-07  1.79999999e+00  5.53145447e-09  5.68414326e-09  5.70590389e-09  3.91178869e-05  2.77692591e-01  1.52230741e+00 
 8.70048150e-05  8.88416066e-01  8.92809166e-01  4.74217672e-09  1.78862668e+00 -6.84313235e-03 -1.57750605e-07  1.79999999e+00  3.76098591e-09  3.60947554e-09  3.58683088e-09 -3.92861364e-05  2.77713054e-01  1.52228695e+00 
 8.70052833e-05  8.88781912e-01  8.96189925e-01  4.55640938e-09  1.81044348e+00  6.80690974e-03  1.79005120e-07  1.79999999e+00  5.65554972e-09  5.80533341e-09  5.82918394e-09  3.95146655e-05  2.77727645e-01  1.52227235e+00 
 8.70056844e-05  8.88917970e-01  8.97967140e-01  4.84582163e-09  1.79012160e+00 -6.75885112e-03 -1.83906429e-07  1.79999999e+00  3.60521457e-09  3.45640870e-09  3.43120319e-09 -3.97321986e-05  2.77740144e-01  1.52225986e+00 
 8.70059859e-05  8.89070361e-01  8.99342576e-01  4.42418804e-09  1.80879536e+00  6.70150164e-03  2.12671292e-07  1.79999999e+00  5.84875742e-09  6.00700483e-09  6.03391197e-09  3.99837845e-05  2.77749538e-01  1.52225046e+00 
 8.70062796e-05  8.89111758e-01  9.00059956e-01  4.96543329e-09  1.79191441e+00 -6.63482046e-03 -2.23898005e-07  1.79999999e+00  3.38358845e-09  3.17847179e-09  3.14997235e-09 -4.01663049e-05  2.77758690e-01  1.52224131e+00 
 8.70066512e-05  8.89226670e-01  9.01183980e-01  4.39553902e-09  1.80737846e+00  6.58915970e-03  2.49878728e-07  1.79999999e+00  6.05022767e-09  6.34674449e-09  6.37634713e-09  4.02829578e-05  2.77770269e-01  1.52222973e+00 
 8.70071046e-05  8.89265999e-01  9.01837883e-01  4.87581979e-09  1.79298581e+00 -6.54267744e-03 -2.54467778e-07  1.79999999e+00  3.21843895e-09  2.78873229e-09  2.75837117e-09 -4.03385808e-05  2.77784399e-01  1.52221560e+00 
 8.70078878e-05  8.89370347e-01  9.02993086e-01  4.54353801e-09  1.80668861e+00  6.52388074e-03  2.71983150e-07  1.79999999e+00  6.17112496e-09  6.70950198e-09  6.74022483e-09  4.03732802e-05  2.77808806e-01  1.52219119e+00 
 8.70092631e-05  8.89402955e-01  9.03629304e-01  4.74499043e-09  1.79337533e+00 -6.50449947e-03 -2.67334827e-07  1.79999999e+00  3.14670345e-09  2.53410571e-09  2.50320727e-09 -4.03771135e-05  2.77851667e-01  1.52214833e+00 
 8.70114126e-05  8.89450664e-01  9.04192464e-01  4.64040798e-09  1.80646972e+00  6.50133842e-03  2.79696039e-07  1.79999999e+00  6.21479028e-09  6.88001339e-09  6.91101112e-09  4.03916914e-05  2.77918667e-01  1.52208133e+00 
 8.70153559e-05  8.89427327e-01  9.04068029e-01  4.67956886e-09  1.79350862e+00 -6.49073932e-03 -2.72002476e-07  1.79999999e+00  3.12000132e-09  2.42431770e-09  2.39327040e-09 -4.03866422e-05  2.78041609e-01  1.52195839e+00 
 8.70208849e-05  8.89453074e-01  9.04234986e-01  4.68288290e-09  1.80639204e+00  6.49310116e-03  2.82524913e-07  1.79999999e+00  6.23109106e-09  6.94928694e-09  6.98036758e-09  4.03968702e-05  2.78214053e-01  1.52178595e+00 
 8.70280524e-05  8.89437121e-01  9.04057878e-01  4.64688978e-09  1.79356713e+00 -6.48454917e-03 -2.74091871e-07  1.79999999e+00  3.10790451e-09  2.37188525e-09  2.34078007e-09 -4.03901749e-05  2.78437704e-01  1.52156230e+00 
 8.70380524e-05  8.89484657e-01  9.04267657e-01  4.70805141e-09  1.80634969e+00  6.48855449e-03  2.84088801e-07  1.79999999e+00  6.24017646e-09  6.98921806e-09  7.02034018e-09  4.03993808e-05  2.78749948e-01  1.52125005e+00 
 8.70477534e-05  8.89476677e-01  9.04073510e-01  4.62500276e-09  1.79360362e+00 -6.48069757e-03 -2.75419149e-07  1.79999999e+00  3.10017008e-09  2.33748558e-09  2.30634657e-09 -4.03921881e-05  2.79053086e-01  1.52094691e+00 
 8.70577534e-05  8.89504833e-01  9.04256779e-01  4.73039497e-09  1.80631404e+00  6.48469649e-03  2.85417167e-07  1.79999999e+00  6.24793701e-09  7.02407069e-09  7.05522549e-09  4.04013188e-05  2.79365799e-01  1.52063420e+00 
 8.70677534e-05  8.89483245e-01  9.04074794e-01  4.60253742e-09  1.79363957e+00 -6.47683172e-03 -2.76728453e-07  1.79999999e+00  3.09250071e-09  2.30270475e-09  2.27153466e-09 -4.03940003e-05  2.79678751e-01  1.52032125e+00 
 8.70777534e-05  8.89507320e-01  9.04258534e-01  4.75331842e-09  1.80627917e+00  6.48089436e-03  2.86727543e-07  1.79999999e+00  6.25563284e-09  7.05930583e-09  7.09049060e-09  4.04030571e-05  2.79991941e-01  1.52000806e+00 
 8.70877534e-05  8.89483641e-01  9.04073096e-01  4.57915158e-09  1.79367518e+00 -6.47298822e-03 -2.78039911e-07  1.79999999e+00  3.08477799e-09  2.26701116e-09  2.23581226e-09 -4.03956440e-05  2.80305370e-01  1.51969463e+00 
 8.70977534e-05  8.89507205e-01  9.04259420e-01  4.77717086e-09  1.80624452e+00  6.47708954e-03  2.88040075e-07  1.79999999e+00  6.26338290e-09  7.09546188e-09  7.12667438e-09  4.04046273e-05  2.80619036e-01  1.51938096e+00 
 8.71077534e-05  8.89483844e-01  9.04072834e-01  4.55482828e-09  1.79371055e+00 -6.46914225e-03 -2.79353526e-07  1.79999999e+00  3.07700033e-09  2.23038854e-09  2.19916318e-09 -4.03971198e-05  2.80932940e-01  1.51906706e+00 
 8.71177534e-05  8.89507032e-01  9.04259357e-01  4.80196922e-09  1.80621010e+00  6.47328206e-03  2.89354767e-07  1.79999999e+00  6.27118852e-09  7.13255519e-09  7.16379290e-09  4.04060301e-05  2.81247082e-01  1.51875292e+00 
 8.71277534e-05  8.89484017e-01  9.04073033e-01  4.52955068e-09  1.79374568e+00 -6.46529380e-03 -2.80669305e-07  1.79999999e+00  3.06916635e-09  2.19282059e-09  2.16157114e-09 -4.03984286e-05  2.81561462e-01  1.51843854e+00 
 8.71377534e-05  8.89506878e-01  9.04259129e-01  4.82773040e-09  1.80617591e+00  6.46947193e-03  2.90671625e-07  1.79999999e+00  6.27905131e-09  7.17060180e-09  7.20186240e-09  4.04072660e-05  2.81876079e-01  1.51812392e+00 
 8.71477534e-05  8.89484179e-01  9.04073266e-01  4.50330180e-09  1.79378057e+00 -6.46144290e-03 -2.81987251e-07  1.79999999e+00  3.06127442e-09  2.15429117e-09  2.12301999e-09 -4.03995710e-05  2.82190933e-01  1.51780907e+00 
 8.71577534e-05  8.89506727e-01  9.04258908e-01  4.85447105e-09  1.80614194e+00  6.46565916e-03  2.91990651e-07  1.79999999e+00  6.28697268e-09  7.20961804e-09  7.24089913e-09  4.04083359e-05  2.82506025e-01  1.51749398e+00 
 8.71677534e-05  8.89484336e-01  9.04073480e-01  4.47606507e-09  1.79381523e+00 -6.45758956e-03 -2.83307368e-07  1.79999999e+00  3.05332316e-09  2.11478403e-09  2.08349373e-09 -4.04005478e-05  2.82821354e-01  1.51717865e+00 
 8.71777534e-05  8.89506578e-01  9.04258705e-01  4.88220812e-09  1.80610820e+00  6.46184376e-03  2.93311852e-07  1.79999999e+00  6.29495427e-09  7.24962004e-09  7.28091901e-09  4.04092404e-05  2.83136920e-01  1.51686308e+00 
 8.71877534e-05  8.89484493e-01  9.04073680e-01  4.44782356e-09  1.79384966e+00 -6.45373380e-03 -2.84629661e-07  1.79999999e+00  3.04531087e-09  2.07428315e-09  2.04297619e-09 -4.04013595e-05  2.83452723e-01  1.51654728e+00 
 8.71977534e-05  8.89506429e-01  9.04258513e-01  4.91095819e-09  1.80607467e+00  6.45802576e-03  2.94635230e-07  1.79999999e+00  6.30299759e-09  7.29062384e-09  7.32193811e-09  4.04099802e-05  2.83768762e-01  1.51623124e+00 
 8.72077534e-05  8.89484648e-01  9.04073871e-01  4.41856080e-09  1.79388385e+00 -6.44987564e-03 -2.85954135e-07  1.79999999e+00  3.03723615e-09  2.03277251e-09  2.00145151e-09 -4.04020070e-05  2.84085039e-01  1.51591496e+00 
 8.72177534e-05  8.89506280e-01  9.04258327e-01  4.94073781e-09  1.80604137e+00  6.45420515e-03  2.95960791e-07  1.79999999e+00  6.31110414e-09  7.33264536e-09  7.36397244e-09  4.04105561e-05  2.84401552e-01  1.51559845e+00 
 8.72277534e-05  8.89484802e-01  9.04074059e-01  4.38826009e-09  1.79391781e+00 -6.44601509e-03 -2.87280792e-07  1.79999999e+00  3.02909746e-09  1.99023603e-09  1.95890365e-09 -4.04024909e-05  2.84718301e-01  1.51528170e+00 
 8.72377534e-05  8.89506132e-01  9.04258143e-01  4.97156371e-09  1.80600847e+00  6.45035884e-03  2.97288538e-07  1.79999999e+00  6.31927539e-09  7.37570071e-09  7.40703773e-09  4.04109688e-05  2.85035287e-01  1.51496471e+00 
 8.72477534e-05  8.89484956e-01  9.04074244e-01  4.35690493e-09  1.79395155e+00 -6.44215219e-03 -2.88609639e-07  1.79999999e+00  3.02089317e-09  1.94665785e-09  1.91531695e-09 -4.04028119e-05  2.85352508e-01  1.51464749e+00 
 8.72577534e-05  8.89505985e-01  9.04257961e-01  5.00345217e-09  1.80597560e+00  6.44653335e-03  2.98618476e-07  1.79999999e+00  6.32751296e-09  7.41980563e-09  7.45114983e-09  4.04112188e-05  2.85669966e-01  1.51433003e+00 
 8.72677534e-05  8.89485109e-01  9.04074428e-01  4.32447900e-09  1.79398506e+00 -6.43828694e-03 -2.89940678e-07  1.79999999e+00  3.01262186e-09  1.90202229e-09  1.87067547e-09 -4.04029707e-05  2.85987660e-01  1.51401234e+00 
 8.72777534e-05  8.89505838e-01  9.04257780e-01  5.03641973e-09  1.80594295e+00  6.44270530e-03  2.99950609e-07  1.79999999e+00  6.33581848e-09  7.46497583e-09  7.49632448e-09  4.04113070e-05  2.86305590e-01  1.51369441e+00 
 8.72877534e-05  8.89485261e-01  9.04074612e-01  4.29096583e-09  1.79401834e+00 -6.43441935e-03 -2.91273913e-07  1.79999999e+00  3.00428185e-09  1.85631354e-09  1.82496371e-09 -4.04029680e-05  2.86623755e-01  1.51337624e+00 
 8.72977534e-05  8.89505691e-01  9.04257598e-01  5.07048250e-09  1.80591051e+00  6.43887470e-03  3.01284940e-07  1.79999999e+00  6.34419337e-09  7.51122710e-09  7.54257722e-09  4.04112340e-05  2.86942156e-01  1.51305784e+00 
 8.73077534e-05  8.89485413e-01  9.04074796e-01  4.25634931e-09  1.79405140e+00 -6.43054945e-03 -2.92609350e-07  1.79999999e+00  2.99587166e-09  1.80951591e-09  1.77816605e-09 -4.04028046e-05  2.87260792e-01  1.51273921e+00 
 8.73177534e-05  8.89505544e-01  9.04257416e-01  5.10565682e-09  1.80587828e+00  6.43504158e-03  3.02621474e-07  1.79999999e+00  6.35263933e-09  7.55857492e-09  7.58992370e-09  4.04110005e-05  2.87579664e-01  1.51242034e+00 
 8.73277534e-05  8.89485565e-01  9.04074980e-01  4.22061317e-09  1.79408424e+00 -6.42667725e-03 -2.93946990e-07  1.79999999e+00  2.98738970e-09  1.76161395e-09  1.73026696e-09 -4.04024810e-05  2.87898771e-01  1.51210123e+00 
 8.73377534e-05  8.89505398e-01  9.04257233e-01  5.14195877e-09  1.80584627e+00  6.43120596e-03  3.03960214e-07  1.79999999e+00  6.36115772e-09  7.60703481e-09  7.63837917e-09  4.04106072e-05  2.88218113e-01  1.51178189e+00 
 8.73477534e-05  8.89485716e-01  9.04075165e-01  4.18374143e-09  1.79411685e+00 -6.42280278e-03 -2.95286840e-07  1.79999999e+00  2.97883435e-09  1.71259215e-09  1.68125113e-09 -4.04019980e-05  2.88537690e-01  1.51146231e+00 
 8.73577534e-05  8.89505252e-01  9.04257050e-01  5.17940431e-09  1.80581447e+00  6.42736783e-03  3.05301165e-07  1.79999999e+00  6.36975035e-09  7.65662229e-09  7.68795911e-09  4.04100548e-05  2.88857502e-01  1.51114250e+00 
 8.73677534e-05  8.89485866e-01  9.04075351e-01  4.14571819e-09  1.79414925e+00 -6.41892605e-03 -2.96628901e-07  1.79999999e+00  2.97020410e-09  1.66243522e-09  1.63110331e-09 -4.04013563e-05  2.89177548e-01  1.51082245e+00 
 8.73777534e-05  8.89505106e-01  9.04256866e-01  5.21800925e-09  1.80578288e+00  6.42352724e-03  3.06644329e-07  1.79999999e+00  6.37841863e-09  7.70735236e-09  7.73867864e-09  4.04093440e-05  2.89497829e-01  1.51050217e+00 
 8.73877534e-05  8.89486016e-01  9.04075537e-01  4.10652758e-09  1.79418143e+00 -6.41504707e-03 -2.97973179e-07  1.79999999e+00  2.96149742e-09  1.61112807e-09  1.57980829e-09 -4.04005565e-05  2.89818345e-01  1.51018166e+00 
 8.73977534e-05  8.89504961e-01  9.04256681e-01  5.25778944e-09  1.80575149e+00  6.41968418e-03  3.07989711e-07  1.79999999e+00  6.38716419e-09  7.75924045e-09  7.79055285e-09  4.04084754e-05  2.90139095e-01  1.50986091e+00 
 8.74077534e-05  8.89486166e-01  9.04075723e-01  4.06615383e-09  1.79421339e+00 -6.41116588e-03 -2.99319675e-07  1.79999999e+00  2.95271256e-09  1.55865536e-09  1.52735110e-09 -4.03995993e-05  2.90460079e-01  1.50953992e+00 
 8.74177534e-05  8.89504816e-01  9.04256496e-01  5.29876047e-09  1.80572032e+00  6.41583868e-03  3.09337315e-07  1.79999999e+00  6.39598863e-09  7.81230151e-09  7.84359678e-09  4.04074497e-05  2.90781297e-01  1.50921870e+00 
 8.74277534e-05  8.89486315e-01  9.04075910e-01  4.02458153e-09  1.79424514e+00 -6.40728249e-03 -3.00668395e-07  1.79999999e+00  2.94384814e-09  1.50500224e-09  1.47371679e-09 -4.03984854e-05  2.91102749e-01  1.50889725e+00 
 8.74377534e-05  8.89504671e-01  9.04256310e-01  5.34093796e-09  1.80568934e+00  6.41199075e-03  3.10687142e-07  1.79999999e+00  6.40489347e-09  7.86655039e-09  7.89782515e-09  4.04062677e-05  2.91424436e-01  1.50857556e+00 
 8.74477534e-05  8.89486463e-01  9.04076098e-01  3.98179508e-09  1.79427667e+00 -6.40339691e-03 -3.02019341e-07  1.79999999e+00  2.93490246e-09  1.45015380e-09  1.41889051e-09 -4.03972156e-05  2.91746355e-01  1.50825364e+00 
 8.74577534e-05  8.89504526e-01  9.04256123e-01  5.38433721e-09  1.80565858e+00  6.40814042e-03  3.12039198e-07  1.79999999e+00  6.41388034e-09  7.92200200e-09  7.95325297e-09  4.04049299e-05  2.92068509e-01  1.50793149e+00 
 8.74677534e-05  8.89486611e-01  9.04076286e-01  3.93777920e-09  1.79430799e+00 -6.39950918e-03 -3.03372516e-07  1.79999999e+00  2.92587400e-09  1.39409537e-09  1.36285762e-09 -4.03957904e-05  2.92390896e-01  1.50760910e+00 
 8.74777534e-05  8.89504382e-01  9.04255936e-01  5.42897357e-09  1.80562801e+00  6.40428770e-03  3.13393484e-07  1.79999999e+00  6.42295083e-09  7.97867098e-09  8.00989454e-09  4.04034372e-05  2.92713516e-01  1.50728648e+00 
 8.74877534e-05  8.89486759e-01  9.04076474e-01  3.89251865e-09  1.79433910e+00 -6.39561930e-03 -3.04727923e-07  1.79999999e+00  2.91676113e-09  1.33681225e-09  1.30560360e-09 -4.03942105e-05  2.93036369e-01  1.50696363e+00 
 8.74977534e-05  8.89504238e-01  9.04255748e-01  5.47486210e-09  1.80559765e+00  6.40043261e-03  3.14750005e-07  1.79999999e+00  6.43210648e-09  8.03657182e-09  8.06776460e-09  4.04017900e-05  2.93359456e-01  1.50664054e+00 
 8.75002000e-05  8.89487129e-01  9.04076950e-01  3.77167116e-09  1.79441720e+00 -6.38573136e-03 -3.08186077e-07  1.79999999e+00  2.89318899e-09  1.18547778e-09  1.15435955e-09 -4.03894992e-05  2.93438537e-01  1.50656146e+00 
 8.75003000e-05  8.89493770e-01  9.04162625e-01  5.50885428e-09  1.79960621e+00 -3.81760210e-05  2.23617038e-08  1.79999999e+00  4.80551125e-09  5.65213310e-09  5.65088885e-09  2.03437329e-08  2.93441770e-01  1.50655823e+00 
 8.75005000e-05  8.89497152e-01  9.04167967e-01  3.35353323e-09  1.80033494e+00  3.95987659e-05 -1.33717573e-08  1.79999999e+00  4.50137755e-09  3.22413004e-09  3.22715483e-09  4.03713772e-08  2.93448235e-01  1.50655176e+00 
 8.75009000e-05  8.89493946e-01  9.04163120e-01  6.25549126e-09  1.79969021e+00 -4.01414106e-05  2.29209212e-08  1.79999999e+00  4.86517482e-09  6.37683998e-09  6.37269944e-09 -5.34373273e-08  2.93461166e-01  1.50653883e+00 
 8.75012000e-05  8.89497004e-01  9.04168067e-01  2.72485943e-09  1.80027840e+00  4.07358293e-05 -1.38485603e-08  1.79999999e+00  4.44670700e-09  2.61539006e-09  2.62124580e-09  8.59948670e-08  2.93470864e-01  1.50652914e+00 
 8.75012515e-05  8.89495638e-01  9.04165776e-01  5.17354946e-09  1.80003202e+00 -3.77370350e-07  4.99553929e-09  1.79999999e+00  4.72244566e-09  5.15347091e-09  5.15050578e-09  6.12325097e-08  2.93472530e-01  1.50652747e+00 
 8.75013546e-05  8.89495401e-01  9.04165604e-01  4.27997508e-09  1.79997696e+00  1.88947412e-08  4.62926514e-09  1.79999999e+00  4.62551878e-09  4.30272562e-09  4.30587301e-09 -2.38202225e-07  2.93475861e-01  1.50652414e+00 
 8.75015607e-05  8.89495623e-01  9.04165858e-01  4.98358849e-09  1.80001941e+00  1.26080893e-07  4.53882531e-09  1.79999999e+00  4.71270536e-09  4.96033396e-09  4.95740358e-09  3.37657290e-07  2.93482524e-01  1.50651748e+00 
 8.75018792e-05  8.89495411e-01  9.04165726e-01  4.41750779e-09  1.79998258e+00 -1.90843834e-07  4.92362347e-09  1.79999999e+00  4.63663770e-09  4.44076666e-09  4.44343808e-09 -3.71877757e-07  2.93492821e-01  1.50650718e+00 
 8.75022787e-05  8.89495614e-01  9.04165988e-01  4.88031900e-09  1.80001594e+00  2.52373029e-07  4.32633820e-09  1.79999999e+00  4.70311434e-09  4.85722998e-09  4.85482738e-09  4.06456905e-07  2.93505740e-01  1.50649426e+00 
 8.75030779e-05  8.89495414e-01  9.04165884e-01  4.48732070e-09  1.79998473e+00 -2.67073061e-07  5.06474196e-09  1.79999999e+00  4.64355983e-09  4.51026984e-09  4.51251860e-09 -4.06571648e-07  2.93531578e-01  1.50646842e+00 
 8.75038582e-05  8.89495609e-01  9.04166126e-01  4.83307662e-09  1.80001458e+00  2.99679143e-07  4.23206440e-09  1.79999999e+00  4.69819439e-09  4.81030677e-09  4.80822809e-09  4.23444502e-07  2.93556808e-01  1.50644319e+00 
 8.75045980e-05  8.89495418e-01  9.04165964e-01  4.53625530e-09  1.79998608e+00 -3.13500845e-07  5.16164564e-09  1.79999999e+00  4.64881305e-09  4.55879775e-09  4.56068420e-09 -4.19745593e-07  2.93580729e-01  1.50641927e+00 
 8.75050466e-05  8.89495434e-01  9.04161890e-01  4.76728050e-09  1.80001284e+00  3.58050991e-07  4.10296809e-09  1.79999999e+00  4.69086314e-09  4.74519346e-09  4.74365003e-09  4.33421692e-07  2.93595237e-01  1.50640476e+00 
 8.75054529e-05  8.89495004e-01  9.04162758e-01  4.62083067e-09  1.79998822e+00 -3.83700782e-07  5.32609070e-09  1.79999999e+00  4.65858780e-09  4.64230593e-09  4.64343757e-09 -4.22068964e-07  2.93608374e-01  1.50639163e+00 
 8.75058282e-05  8.89496175e-01  9.04170315e-01  4.67783930e-09  1.80001069e+00  4.26597820e-07  3.93090755e-09  1.79999999e+00  4.68007861e-09  4.65714203e-09  4.65648819e-09  4.21883298e-07  2.93620510e-01  1.50637949e+00 
 8.75061665e-05  8.89495643e-01  9.04169789e-01  4.71426792e-09  1.79999037e+00 -4.49859483e-07  5.50389674e-09  1.79999999e+00  4.67032738e-09  4.73397872e-09  4.73407423e-09 -3.93866986e-07  2.93631453e-01  1.50636855e+00 
 8.75065334e-05  8.89496417e-01  9.04170640e-01  4.58883439e-09  1.80000871e+00  4.85292807e-07  3.76329356e-09  1.79999999e+00  4.66848829e-09  4.57013330e-09  4.57057044e-09  3.79396112e-07  2.93643319e-01  1.50635668e+00 
 8.75070647e-05  8.89495839e-01  9.04169027e-01  4.78209099e-09  1.79999185e+00 -4.91991863e-07  5.63042071e-09  1.79999999e+00  4.67941434e-09  4.80004640e-09  4.79923609e-09 -3.50312898e-07  2.93660501e-01  1.50633950e+00 
 8.75076523e-05  8.89496548e-01  9.04169239e-01  4.53942632e-09  1.80000764e+00  5.14532605e-07  3.67194742e-09  1.79999999e+00  4.66171943e-09  4.52217463e-09  4.52332325e-09  3.39818448e-07  2.93679505e-01  1.50632050e+00 
 8.75084383e-05  8.89495912e-01  9.04167367e-01  4.82102057e-09  1.79999270e+00 -5.14313418e-07  5.70190324e-09  1.79999999e+00  4.68481933e-09  4.83772977e-09  4.83632881e-09 -3.14497232e-07  2.93704929e-01  1.50629507e+00 
 8.75093327e-05  8.89496524e-01  9.04167818e-01  4.50965812e-09  1.80000699e+00  5.31166855e-07  3.61764373e-09  1.79999999e+00  4.65754408e-09  4.49343588e-09  4.49505758e-09  3.09089542e-07  2.93733858e-01  1.50626614e+00 
 8.75103430e-05  8.89495738e-01  9.04165802e-01  4.84618059e-09  1.79999324e+00 -5.28102674e-07  5.74754211e-09  1.79999999e+00  4.68837233e-09  4.86196416e-09  4.86014839e-09 -2.86153879e-07  2.93766540e-01  1.50623346e+00 
 8.75115339e-05  8.89496194e-01  9.04166327e-01  4.48864748e-09  1.80000653e+00  5.42503713e-07  3.57973060e-09  1.79999999e+00  4.65456279e-09  4.47324119e-09  4.47522032e-09  2.83622576e-07  2.93805067e-01  1.50619493e+00 
